Sample	chr	startpos	endpos	nMajor	nMinor	Sex	Purity	Ploidy	CN	Size
PD62072a	21	44580041	44657895	2	2	M	0.44	2.00335245336339	gain	77855
PD62072a	21	44657936	46664392	1	1	M	0.44	2.00335245336339	neutral	2006457
PD62072a	22	16572142	50780662	1	1	M	0.44	2.00335245336339	neutral	34208521
PD62072a	X	284193	2740742	2	0	M	0.44	2.00335245336339	gain	2456550
PD62072a	X	2740756	2774703	3	0	M	0.44	2.00335245336339	gain	33948
PD62072a	X	2781927	139956760	1	0	M	0.44	2.00335245336339	neutral	137174834
PD62072a	X	139958008	141905995	2	0	M	0.44	2.00335245336339	gain	1947988
PD62072a	X	141906070	155514051	1	0	M	0.44	2.00335245336339	neutral	13607982
PD62072a	X	155524613	156005413	2	0	M	0.44	2.00335245336339	gain	480801
PD62073a	1	69511	3493665	1	1	F	0.71	1.96636317989406	neutral	3424155
PD62073a	1	3493741	3497693	2	1	F	0.71	1.96636317989406	gain	3953
PD62073a	1	3498435	146019740	1	1	F	0.71	1.96636317989406	neutral	142521306
PD62073a	1	146020223	148334756	1	0	F	0.71	1.96636317989406	loss	2314534
PD62073a	1	148953097	152110008	1	1	F	0.71	1.96636317989406	neutral	3156912
PD62073a	1	152110285	152220079	2	1	F	0.71	1.96636317989406	gain	109795
PD62073a	1	152220155	248918428	1	1	F	0.71	1.96636317989406	neutral	96698274
PD62073a	2	41393	25419425	1	1	F	0.71	1.96636317989406	neutral	25378033
PD62073a	2	25427460	26232134	1	0	F	0.71	1.96636317989406	loss	804675
PD62073a	2	26232259	68047313	1	1	F	0.71	1.96636317989406	neutral	41815055
PD62073a	2	68125174	90190440	1	0	F	0.71	1.96636317989406	loss	22065267
PD62073a	2	90190462	242004549	1	1	F	0.71	1.96636317989406	neutral	151814088
PD62073a	3	197630	66243362	1	1	F	0.71	1.96636317989406	neutral	66045733
PD62073a	3	66263176	66407303	1	0	F	0.71	1.96636317989406	loss	144128
PD62073a	3	66407584	198038561	1	1	F	0.71	1.96636317989406	neutral	131630978
PD62073a	4	85813	190025891	1	1	F	0.71	1.96636317989406	neutral	189940079
PD62073a	5	140359	80321538	1	1	F	0.71	1.96636317989406	neutral	80181180
PD62073a	5	80434259	81636494	1	0	F	0.71	1.96636317989406	loss	1202236
PD62073a	5	81650327	137498475	1	1	F	0.71	1.96636317989406	neutral	55848149
PD62073a	5	137622028	138441242	1	0	F	0.71	1.96636317989406	loss	819215
PD62073a	5	138441580	140830132	1	1	F	0.71	1.96636317989406	neutral	2388553
PD62073a	5	140830448	140875823	2	1	F	0.71	1.96636317989406	gain	45376
PD62073a	5	140875993	181260906	1	1	F	0.71	1.96636317989406	neutral	40384914
PD62073a	6	203397	56168296	1	1	F	0.71	1.96636317989406	neutral	55964900
PD62073a	6	56168308	56182640	2	1	F	0.71	1.96636317989406	gain	14333
PD62073a	6	56460138	84764041	1	1	F	0.71	1.96636317989406	neutral	28303904
PD62073a	6	85450215	89656638	1	0	F	0.71	1.96636317989406	loss	4206424
PD62073a	6	89656752	90312920	1	1	F	0.71	1.96636317989406	neutral	656169
PD62073a	6	90516489	118566170	1	0	F	0.71	1.96636317989406	loss	28049682
PD62073a	6	118566238	170584376	1	1	F	0.71	1.96636317989406	neutral	52018139
PD62073a	7	193222	55923742	1	1	F	0.71	1.96636317989406	neutral	55730521
PD62073a	7	55939805	57470007	1	0	F	0.71	1.96636317989406	loss	1530203
PD62073a	7	63572919	159233344	1	1	F	0.71	1.96636317989406	neutral	95660426
PD62073a	8	232977	2201489	1	1	F	0.71	1.96636317989406	neutral	1968513
PD62073a	8	2938633	4994510	1	0	F	0.71	1.96636317989406	loss	2055878
PD62073a	8	6406552	145054093	1	1	F	0.71	1.96636317989406	neutral	138647542
PD62073a	9	154795	28863752	1	1	F	0.71	1.96636317989406	neutral	28708958
PD62073a	9	28888787	32984584	1	0	F	0.71	1.96636317989406	loss	4095798
PD62073a	9	32984659	138177317	1	1	F	0.71	1.96636317989406	neutral	105192659
PD62073a	10	49134	71566929	1	1	F	0.71	1.96636317989406	neutral	71517796
PD62073a	10	71567000	72375969	1	0	F	0.71	1.96636317989406	loss	808970
PD62073a	10	72379442	85916237	1	1	F	0.71	1.96636317989406	neutral	13536796
PD62073a	10	85916315	88362557	1	0	F	0.71	1.96636317989406	loss	2446243
PD62073a	10	88362631	133625894	1	1	F	0.71	1.96636317989406	neutral	45263264
PD62073a	11	197291	134986843	1	1	F	0.71	1.96636317989406	neutral	134789553
PD62073a	12	66973	11395399	1	1	F	0.71	1.96636317989406	neutral	11328427
PD62073a	12	11750842	12637834	1	0	F	0.71	1.96636317989406	loss	886993
PD62073a	12	12642033	49636846	1	1	F	0.71	1.96636317989406	neutral	36994814
PD62073a	12	49637654	49707012	1	0	F	0.71	1.96636317989406	loss	69359
PD62073a	12	49707103	75042218	1	1	F	0.71	1.96636317989406	neutral	25335116
PD62073a	12	75042219	87783945	1	0	F	0.71	1.96636317989406	loss	12741727
PD62073a	12	87784014	117027459	1	1	F	0.71	1.96636317989406	neutral	29243446
PD62073a	12	117027572	117674220	1	0	F	0.71	1.96636317989406	loss	646649
PD62073a	12	117674374	133234349	1	1	F	0.71	1.96636317989406	neutral	15559976
PD62073a	13	19026300	114325924	1	1	F	0.71	1.96636317989406	neutral	95299625
PD62073a	14	19733402	93532613	1	1	F	0.71	1.96636317989406	neutral	73799212
PD62073a	14	93532702	94769908	1	0	F	0.71	1.96636317989406	loss	1237207
PD62073a	14	95090675	106874913	1	1	F	0.71	1.96636317989406	neutral	11784239
PD62073a	15	19964758	41319753	1	1	F	0.71	1.96636317989406	neutral	21354996
PD62073a	15	41319806	42801045	1	0	F	0.71	1.96636317989406	loss	1481240
PD62073a	15	42801171	58852041	1	1	F	0.71	1.96636317989406	neutral	16050871
PD62073a	15	58883579	61854786	1	0	F	0.71	1.96636317989406	loss	2971208
PD62073a	15	61854971	75527268	1	1	F	0.71	1.96636317989406	neutral	13672298
PD62073a	15	75527304	77114772	1	0	F	0.71	1.96636317989406	loss	1587469
PD62073a	15	77114938	101849608	1	1	F	0.71	1.96636317989406	neutral	24734671
PD62073a	16	47354	740078	1	1	F	0.71	1.96636317989406	neutral	692725
PD62073a	16	740862	770817	2	1	F	0.71	1.96636317989406	gain	29956
PD62073a	16	770888	30343130	1	1	F	0.71	1.96636317989406	neutral	29572243
PD62073a	16	30353391	30782209	1	0	F	0.71	1.96636317989406	loss	428819
PD62073a	16	30782300	67211001	1	1	F	0.71	1.96636317989406	neutral	36428702
PD62073a	16	67223989	67833945	1	0	F	0.71	1.96636317989406	loss	609957
PD62073a	16	67842563	90094900	1	1	F	0.71	1.96636317989406	neutral	22252338
PD62073a	17	156162	9693255	1	1	F	0.71	1.96636317989406	neutral	9537094
PD62073a	17	9700116	11640271	1	0	F	0.71	1.96636317989406	loss	1940156
PD62073a	17	11640293	27560545	1	1	F	0.71	1.96636317989406	neutral	15920253
PD62073a	17	27560613	27798892	1	0	F	0.71	1.96636317989406	loss	238280
PD62073a	17	27879452	57988141	1	1	F	0.71	1.96636317989406	neutral	30108690
PD62073a	17	58005757	58661480	1	0	F	0.71	1.96636317989406	loss	655724
PD62073a	17	58661491	83135891	1	1	F	0.71	1.96636317989406	neutral	24474401
PD62073a	18	120645	61539155	1	1	F	0.71	1.96636317989406	neutral	61418511
PD62073a	18	61539247	75427479	1	0	F	0.71	1.96636317989406	loss	13888233
PD62073a	18	75427483	78994584	1	1	F	0.71	1.96636317989406	neutral	3567102
PD62073a	18	78994871	79753841	1	0	F	0.71	1.96636317989406	loss	758971
PD62073a	18	79863811	80202756	1	1	F	0.71	1.96636317989406	neutral	338946
PD62073a	19	281360	8605262	1	1	F	0.71	1.96636317989406	neutral	8323903
PD62073a	19	8697355	9093977	1	0	F	0.71	1.96636317989406	loss	396623
PD62073a	19	9102188	39893598	1	1	F	0.71	1.96636317989406	neutral	30791411
PD62073a	19	39893933	39924790	2	1	F	0.71	1.96636317989406	gain	30858
PD62073a	19	39926982	58572521	1	1	F	0.71	1.96636317989406	neutral	18645540
PD62073a	20	87623	35269852	1	1	F	0.71	1.96636317989406	neutral	35182230
PD62073a	20	35269908	35280899	1	0	F	0.71	1.96636317989406	loss	10992
PD62073a	20	35284181	63080264	1	1	F	0.71	1.96636317989406	neutral	27796084
PD62073a	20	63080296	63843432	1	0	F	0.71	1.96636317989406	loss	763137
PD62073a	20	63843502	64273629	1	1	F	0.71	1.96636317989406	neutral	430128
PD62073a	21	9068512	44558674	1	1	F	0.71	1.96636317989406	neutral	35490163
PD62073a	21	44558683	44654285	2	1	F	0.71	1.96636317989406	gain	95603
PD62073a	21	44654519	46664533	1	1	F	0.71	1.96636317989406	neutral	2010015
PD62073a	22	16572142	50780662	1	1	F	0.71	1.96636317989406	neutral	34208521
PD62073a	X	284193	57910028	1	1	F	0.71	1.96636317989406	neutral	57625836
PD62073a	X	63299368	66605242	1	0	F	0.71	1.96636317989406	loss	3305875
PD62073a	X	66615942	156005528	1	1	F	0.71	1.96636317989406	neutral	89389587
PD62075a	1	826681	31409818	1	0	F	0.68	2.00948802852776	loss	30583138
PD62075a	1	31409883	248918428	1	1	F	0.68	2.00948802852776	neutral	217508546
PD62075a	2	41393	242004549	1	1	F	0.68	2.00948802852776	neutral	241963157
PD62075a	3	197664	198038561	1	1	F	0.68	2.00948802852776	neutral	197840898
PD62075a	4	85813	46250306	1	0	F	0.68	2.00948802852776	loss	46164494
PD62075a	4	46250586	70522834	1	1	F	0.68	2.00948802852776	neutral	24272249
PD62075a	4	70522872	70524930	2	1	F	0.68	2.00948802852776	gain	2059
PD62075a	4	70525064	190025891	1	1	F	0.68	2.00948802852776	neutral	119500828
PD62075a	5	140238	140786686	1	1	F	0.68	2.00948802852776	neutral	140646449
PD62075a	5	140786763	141478339	2	1	F	0.68	2.00948802852776	gain	691577
PD62075a	5	141478678	181260906	1	1	F	0.68	2.00948802852776	neutral	39782229
PD62075a	6	203292	170584376	1	1	F	0.68	2.00948802852776	neutral	170381085
PD62075a	7	193222	159233344	2	1	F	0.68	2.00948802852776	gain	159040123
PD62075a	8	232977	145054093	1	1	F	0.68	2.00948802852776	neutral	144821117
PD62075a	9	154795	138177328	1	1	F	0.68	2.00948802852776	neutral	138022534
PD62075a	10	49156	133625894	1	1	F	0.68	2.00948802852776	neutral	133576739
PD62075a	11	197291	1160580	1	1	F	0.68	2.00948802852776	neutral	963290
PD62075a	11	1160678	1194627	2	1	F	0.68	2.00948802852776	gain	33950
PD62075a	11	1194899	134986843	1	1	F	0.68	2.00948802852776	neutral	133791945
PD62075a	12	66973	52045446	1	1	F	0.68	2.00948802852776	neutral	51978474
PD62075a	12	52054314	52834004	2	1	F	0.68	2.00948802852776	gain	779691
PD62075a	12	52834019	133234532	1	1	F	0.68	2.00948802852776	neutral	80400514
PD62075a	13	19026300	114325924	1	1	F	0.68	2.00948802852776	neutral	95299625
PD62075a	14	19733402	19936608	2	0	F	0.68	2.00948802852776	neutral	203207
PD62075a	14	19936715	106874913	1	1	F	0.68	2.00948802852776	neutral	86938199
PD62075a	15	19964758	101849608	1	1	F	0.68	2.00948802852776	neutral	81884851
PD62075a	16	47354	90094880	1	1	F	0.68	2.00948802852776	neutral	90047527
PD62075a	17	156162	21295661	1	0	F	0.68	2.00948802852776	loss	21139500
PD62075a	17	21295717	40928386	1	1	F	0.68	2.00948802852776	neutral	19632670
PD62075a	17	40928397	41567763	2	1	F	0.68	2.00948802852776	gain	639367
PD62075a	17	41567786	83135891	1	1	F	0.68	2.00948802852776	neutral	41568106
PD62075a	18	120645	80202756	1	1	F	0.68	2.00948802852776	neutral	80082112
PD62075a	19	281360	58572521	1	1	F	0.68	2.00948802852776	neutral	58291162
PD62075a	20	87623	45420410	1	1	F	0.68	2.00948802852776	neutral	45332788
PD62075a	20	45420629	64273629	2	1	F	0.68	2.00948802852776	gain	18853001
PD62075a	21	9068512	46664533	1	1	F	0.68	2.00948802852776	neutral	37596022
PD62075a	22	16572142	50780662	1	1	F	0.68	2.00948802852776	neutral	34208521
PD62075a	X	284193	156005413	1	1	F	0.68	2.00948802852776	neutral	155721221
PD62076a	1	826681	248918428	1	1	F	1	2	neutral	248091748
PD62076a	2	41393	242004549	1	1	F	1	2	neutral	241963157
PD62076a	3	197664	198038561	1	1	F	1	2	neutral	197840898
PD62076a	4	85813	190025891	1	1	F	1	2	neutral	189940079
PD62076a	5	140238	181260906	1	1	F	1	2	neutral	181120669
PD62076a	6	203397	170584376	1	1	F	1	2	neutral	170380980
PD62076a	7	193222	159233344	1	1	F	1	2	neutral	159040123
PD62076a	8	232977	145054093	1	1	F	1	2	neutral	144821117
PD62076a	9	154795	138177328	1	1	F	1	2	neutral	138022534
PD62076a	10	49134	133625894	1	1	F	1	2	neutral	133576761
PD62076a	11	197291	134986843	1	1	F	1	2	neutral	134789553
PD62076a	12	66973	133234532	1	1	F	1	2	neutral	133167560
PD62076a	13	19026300	114325924	1	1	F	1	2	neutral	95299625
PD62076a	14	19097559	106874913	1	1	F	1	2	neutral	87777355
PD62076a	15	19964758	101849608	1	1	F	1	2	neutral	81884851
PD62076a	16	47541	90094900	1	1	F	1	2	neutral	90047360
PD62076a	17	156162	83135759	1	1	F	1	2	neutral	82979598
PD62076a	18	117381	80202756	1	1	F	1	2	neutral	80085376
PD62076a	19	281376	58572521	1	1	F	1	2	neutral	58291146
PD62076a	20	87623	64273492	1	1	F	1	2	neutral	64185870
PD62076a	21	9068512	46664533	1	1	F	1	2	neutral	37596022
PD62076a	22	16572142	50780662	1	1	F	1	2	neutral	34208521
PD62076a	X	284193	156005413	1	1	F	1	2	neutral	155721221
PD62078a	1	69511	248918428	1	1	M	0.24	2.14673660307694	neutral	248848918
PD62078a	2	41404	242004549	1	1	M	0.24	2.14673660307694	neutral	241963146
PD62078a	3	197630	198038561	1	1	M	0.24	2.14673660307694	neutral	197840932
PD62078a	4	85813	190025891	1	1	M	0.24	2.14673660307694	neutral	189940079
PD62078a	5	140238	181260906	1	1	M	0.24	2.14673660307694	neutral	181120669
PD62078a	6	203397	170584545	1	1	M	0.24	2.14673660307694	neutral	170381149
PD62078a	7	193222	159233344	1	1	M	0.24	2.14673660307694	neutral	159040123
PD62078a	8	232977	145054093	2	2	M	0.24	2.14673660307694	gain	144821117
PD62078a	9	154795	138177317	2	2	M	0.24	2.14673660307694	gain	138022523
PD62078a	10	49156	133625894	1	1	M	0.24	2.14673660307694	neutral	133576739
PD62078a	11	197291	134986843	1	1	M	0.24	2.14673660307694	neutral	134789553
PD62078a	12	66973	133234349	1	1	M	0.24	2.14673660307694	neutral	133167377
PD62078a	13	19026300	114325924	1	1	M	0.24	2.14673660307694	neutral	95299625
PD62078a	14	19097559	105919552	1	1	M	0.24	2.14673660307694	neutral	86821994
PD62078a	14	105921137	106874913	2	2	M	0.24	2.14673660307694	gain	953777
PD62078a	15	19964758	101849544	1	1	M	0.24	2.14673660307694	neutral	81884787
PD62078a	16	47541	90094900	1	1	M	0.24	2.14673660307694	neutral	90047360
PD62078a	17	156162	83135891	1	1	M	0.24	2.14673660307694	neutral	82979730
PD62078a	18	120645	80202756	1	1	M	0.24	2.14673660307694	neutral	80082112
PD62078a	19	281376	58572521	1	1	M	0.24	2.14673660307694	neutral	58291146
PD62078a	20	87623	64273492	1	1	M	0.24	2.14673660307694	neutral	64185870
PD62078a	21	9068512	46664392	1	1	M	0.24	2.14673660307694	neutral	37595881
PD62078a	22	16572142	50780662	1	1	M	0.24	2.14673660307694	neutral	34208521
PD62078a	X	284193	2738220	5	0	M	0.24	2.14673660307694	gain	2454028
PD62078a	X	2738233	2774703	7	0	M	0.24	2.14673660307694	gain	36471
PD62078a	X	2781927	155545046	1	0	M	0.24	2.14673660307694	neutral	152763120
PD62078a	X	155773979	155898234	5	0	M	0.24	2.14673660307694	gain	124256
PD62078a	X	155900534	156005528	4	0	M	0.24	2.14673660307694	gain	104995
PD62079a	1	69511	169597154	1	1	M	0.39	2.02570093457944	neutral	169527644
PD62079a	1	169603107	169725821	0	0	M	0.39	2.02570093457944	loss	122715
PD62079a	1	169725969	206496066	1	1	M	0.39	2.02570093457944	neutral	36770098
PD62079a	1	206496109	206771460	1	0	M	0.39	2.02570093457944	loss	275352
PD62079a	1	206771516	248918428	1	1	M	0.39	2.02570093457944	neutral	42146913
PD62079a	2	41393	242004549	1	1	M	0.39	2.02570093457944	neutral	241963157
PD62079a	3	197664	198038561	1	1	M	0.39	2.02570093457944	neutral	197840898
PD62079a	4	85813	73419646	1	1	M	0.39	2.02570093457944	neutral	73333834
PD62079a	4	73420041	73611672	2	1	M	0.39	2.02570093457944	gain	191632
PD62079a	4	73611788	186210509	1	1	M	0.39	2.02570093457944	neutral	112598722
PD62079a	4	186210599	190025891	2	1	M	0.39	2.02570093457944	gain	3815293
PD62079a	5	140359	181260906	1	1	M	0.39	2.02570093457944	neutral	181120548
PD62079a	6	203397	25925759	2	0	M	0.39	2.02570093457944	neutral	25722363
PD62079a	6	25925933	33587594	1	0	M	0.39	2.02570093457944	loss	7661662
PD62079a	6	33587693	170584609	2	0	M	0.39	2.02570093457944	neutral	136996917
PD62079a	7	193222	100746805	1	1	M	0.39	2.02570093457944	neutral	100553584
PD62079a	7	100747483	101087711	2	1	M	0.39	2.02570093457944	gain	340229
PD62079a	7	101087787	142802699	1	1	M	0.39	2.02570093457944	neutral	41714913
PD62079a	7	142802725	142813064	0	0	M	0.39	2.02570093457944	loss	10340
PD62079a	7	142813350	159233344	1	1	M	0.39	2.02570093457944	neutral	16419995
PD62079a	8	232977	145054093	2	1	M	0.39	2.02570093457944	gain	144821117
PD62079a	9	154795	98095085	1	1	M	0.39	2.02570093457944	neutral	97940291
PD62079a	9	98099924	98133059	1	0	M	0.39	2.02570093457944	loss	33136
PD62079a	9	98133161	133257570	1	1	M	0.39	2.02570093457944	neutral	35124410
PD62079a	9	133257975	133331898	3	2	M	0.39	2.02570093457944	gain	73924
PD62079a	9	133331970	138177328	1	1	M	0.39	2.02570093457944	neutral	4845359
PD62079a	10	49156	133625894	1	1	M	0.39	2.02570093457944	neutral	133576739
PD62079a	11	197291	1036475	1	1	M	0.39	2.02570093457944	neutral	839185
PD62079a	11	1036573	1450539	2	2	M	0.39	2.02570093457944	gain	413967
PD62079a	11	1450676	6601484	1	1	M	0.39	2.02570093457944	neutral	5150809
PD62079a	11	6601627	6768063	1	0	M	0.39	2.02570093457944	loss	166437
PD62079a	11	6768073	65444600	1	1	M	0.39	2.02570093457944	neutral	58676528
PD62079a	11	65444651	67522117	1	0	M	0.39	2.02570093457944	loss	2077467
PD62079a	11	67522513	130140383	1	1	M	0.39	2.02570093457944	neutral	62617871
PD62079a	11	130140418	130194869	2	2	M	0.39	2.02570093457944	gain	54452
PD62079a	11	130196366	134986843	1	1	M	0.39	2.02570093457944	neutral	4790478
PD62079a	12	66973	6442708	1	1	M	0.39	2.02570093457944	neutral	6375736
PD62079a	12	6442733	6492453	0	0	M	0.39	2.02570093457944	loss	49721
PD62079a	12	6492577	6944765	1	0	M	0.39	2.02570093457944	loss	452189
PD62079a	12	6944797	6975333	0	0	M	0.39	2.02570093457944	loss	30537
PD62079a	12	6975817	71137939	1	1	M	0.39	2.02570093457944	neutral	64162123
PD62079a	12	71138102	71584663	2	2	M	0.39	2.02570093457944	gain	446562
PD62079a	12	71610311	133234532	1	1	M	0.39	2.02570093457944	neutral	61624222
PD62079a	13	19026300	27924392	2	1	M	0.39	2.02570093457944	gain	8898093
PD62079a	13	27924519	27968824	4	3	M	0.39	2.02570093457944	gain	44306
PD62079a	13	27978121	114325924	2	1	M	0.39	2.02570093457944	gain	86347804
PD62079a	14	19097607	22065907	1	1	M	0.39	2.02570093457944	neutral	2968301
PD62079a	14	22066152	22493023	3	2	M	0.39	2.02570093457944	gain	426872
PD62079a	14	22493064	22575104	0	0	M	0.39	2.02570093457944	loss	82041
PD62079a	14	22575181	105855427	1	1	M	0.39	2.02570093457944	neutral	83280247
PD62079a	14	105855447	105864509	0	0	M	0.39	2.02570093457944	loss	9063
PD62079a	14	105864514	106874913	1	1	M	0.39	2.02570093457944	neutral	1010400
PD62079a	15	19964758	101849608	1	1	M	0.39	2.02570093457944	neutral	81884851
PD62079a	16	47354	90094880	1	1	M	0.39	2.02570093457944	neutral	90047527
PD62079a	17	156162	83135891	1	1	M	0.39	2.02570093457944	neutral	82979730
PD62079a	18	117381	6912100	1	1	M	0.39	2.02570093457944	neutral	6794720
PD62079a	18	6927349	6959395	2	2	M	0.39	2.02570093457944	gain	32047
PD62079a	18	6959403	80202756	1	1	M	0.39	2.02570093457944	neutral	73243354
PD62079a	19	281468	2278563	1	1	M	0.39	2.02570093457944	neutral	1997096
PD62079a	19	2278756	2324106	1	0	M	0.39	2.02570093457944	loss	45351
PD62079a	19	2328246	50046870	1	1	M	0.39	2.02570093457944	neutral	47718625
PD62079a	19	50152532	50162727	2	1	M	0.39	2.02570093457944	gain	10196
PD62079a	19	50162852	58572521	1	1	M	0.39	2.02570093457944	neutral	8409670
PD62079a	20	87623	64273629	1	1	M	0.39	2.02570093457944	neutral	64186007
PD62079a	21	9068512	46664392	1	1	M	0.39	2.02570093457944	neutral	37595881
PD62079a	22	16572142	37136476	1	1	M	0.39	2.02570093457944	neutral	20564335
PD62079a	22	37137490	37373858	0	0	M	0.39	2.02570093457944	loss	236369
PD62079a	22	37374008	50780662	1	1	M	0.39	2.02570093457944	neutral	13406655
PD62079a	X	284193	1345454	2	1	M	0.39	2.02570093457944	gain	1061262
PD62079a	X	1345473	2959691	2	0	M	0.39	2.02570093457944	gain	1614219
PD62079a	X	2959758	155545046	1	0	M	0.39	2.02570093457944	neutral	152585289
PD62079a	X	155773979	156005528	2	0	M	0.39	2.02570093457944	gain	231550
PD62080a	1	826681	248918428	1	1	M	0.54	1.98220087748519	neutral	248091748
PD62080a	2	41366	43796053	1	1	M	0.54	1.98220087748519	neutral	43754688
PD62080a	2	43796677	43875435	0	0	M	0.54	1.98220087748519	loss	78759
PD62080a	2	43877586	88860437	1	1	M	0.54	1.98220087748519	neutral	44982852
PD62080a	2	88860447	88861407	2	1	M	0.54	1.98220087748519	gain	961
PD62080a	2	88861410	208489218	1	1	M	0.54	1.98220087748519	neutral	119627809
PD62080a	2	208490559	209690540	1	0	M	0.54	1.98220087748519	loss	1199982
PD62080a	2	209690608	233713118	1	1	M	0.54	1.98220087748519	neutral	24022511
PD62080a	2	233713134	233832376	1	0	M	0.54	1.98220087748519	loss	119243
PD62080a	2	233832620	242004549	1	1	M	0.54	1.98220087748519	neutral	8171930
PD62080a	3	197630	164979344	1	1	M	0.54	1.98220087748519	neutral	164781715
PD62080a	3	164982206	165069067	0	0	M	0.54	1.98220087748519	loss	86862
PD62080a	3	165074663	198038561	1	1	M	0.54	1.98220087748519	neutral	32963899
PD62080a	4	85813	88101517	1	1	M	0.54	1.98220087748519	neutral	88015705
PD62080a	4	88107072	88668363	1	0	M	0.54	1.98220087748519	loss	561292
PD62080a	4	88668417	88681276	2	0	M	0.54	1.98220087748519	neutral	12860
PD62080a	4	88686640	88787699	1	0	M	0.54	1.98220087748519	loss	101060
PD62080a	4	88787797	110515912	1	1	M	0.54	1.98220087748519	neutral	21728116
PD62080a	4	110515947	110632585	0	0	M	0.54	1.98220087748519	loss	116639
PD62080a	4	110632929	190025891	1	1	M	0.54	1.98220087748519	neutral	79392963
PD62080a	5	140238	148086656	1	1	M	0.54	1.98220087748519	neutral	147946419
PD62080a	5	148088671	148108804	3	3	M	0.54	1.98220087748519	gain	20134
PD62080a	5	148111736	181260906	1	1	M	0.54	1.98220087748519	neutral	33149171
PD62080a	6	203397	32365466	1	1	M	0.54	1.98220087748519	neutral	32162070
PD62080a	6	32365522	32442433	1	0	M	0.54	1.98220087748519	loss	76912
PD62080a	6	32442438	170584376	1	1	M	0.54	1.98220087748519	neutral	138141939
PD62080a	7	193222	141931750	1	1	M	0.54	1.98220087748519	neutral	141738529
PD62080a	7	141931812	142138562	1	0	M	0.54	1.98220087748519	loss	206751
PD62080a	7	142138736	159233324	1	1	M	0.54	1.98220087748519	neutral	17094589
PD62080a	8	232977	145054093	1	1	M	0.54	1.98220087748519	neutral	144821117
PD62080a	9	154795	76189177	1	1	M	0.54	1.98220087748519	neutral	76034383
PD62080a	9	76189788	76358515	1	0	M	0.54	1.98220087748519	loss	168728
PD62080a	9	76358528	138177303	1	1	M	0.54	1.98220087748519	neutral	61818776
PD62080a	10	49134	16906178	1	1	M	0.54	1.98220087748519	neutral	16857045
PD62080a	10	16906247	17115631	1	0	M	0.54	1.98220087748519	loss	209385
PD62080a	10	17115635	113629098	1	1	M	0.54	1.98220087748519	neutral	96513464
PD62080a	10	113629185	113646915	3	2	M	0.54	1.98220087748519	gain	17731
PD62080a	10	113646932	133625894	1	1	M	0.54	1.98220087748519	neutral	19978963
PD62080a	11	197291	116787677	1	1	M	0.54	1.98220087748519	neutral	116590387
PD62080a	11	116787837	116867989	1	0	M	0.54	1.98220087748519	loss	80153
PD62080a	11	116873616	119420978	1	1	M	0.54	1.98220087748519	neutral	2547363
PD62080a	11	119423052	120112547	2	1	M	0.54	1.98220087748519	gain	689496
PD62080a	11	120112598	134986843	1	1	M	0.54	1.98220087748519	neutral	14874246
PD62080a	12	66973	15524756	1	1	M	0.54	1.98220087748519	neutral	15457784
PD62080a	12	15524775	15623283	2	1	M	0.54	1.98220087748519	gain	98509
PD62080a	12	15623332	50104045	1	1	M	0.54	1.98220087748519	neutral	34480714
PD62080a	12	50104172	50135362	1	0	M	0.54	1.98220087748519	loss	31191
PD62080a	12	50135515	57012540	1	1	M	0.54	1.98220087748519	neutral	6877026
PD62080a	12	57012651	57104437	1	0	M	0.54	1.98220087748519	loss	91787
PD62080a	12	57104619	133234349	1	1	M	0.54	1.98220087748519	neutral	76129731
PD62080a	13	19026300	98519487	1	1	M	0.54	1.98220087748519	neutral	79493188
PD62080a	13	98519576	98795132	1	0	M	0.54	1.98220087748519	loss	275557
PD62080a	13	98795175	114325924	1	1	M	0.54	1.98220087748519	neutral	15530750
PD62080a	14	19733402	106874913	1	1	M	0.54	1.98220087748519	neutral	87141512
PD62080a	15	19964758	101849544	1	1	M	0.54	1.98220087748519	neutral	81884787
PD62080a	16	47354	28590491	1	1	M	0.54	1.98220087748519	neutral	28543138
PD62080a	16	28591518	28608590	1	0	M	0.54	1.98220087748519	loss	17073
PD62080a	16	28608599	90094793	1	1	M	0.54	1.98220087748519	neutral	61486195
PD62080a	17	156187	63435283	1	1	M	0.54	1.98220087748519	neutral	63279097
PD62080a	17	63435634	63494475	1	0	M	0.54	1.98220087748519	loss	58842
PD62080a	17	63494546	75594542	1	1	M	0.54	1.98220087748519	neutral	12099997
PD62080a	17	75594596	75631367	1	0	M	0.54	1.98220087748519	loss	36772
PD62080a	17	75631459	82718964	1	1	M	0.54	1.98220087748519	neutral	7087506
PD62080a	17	82718979	83135759	2	1	M	0.54	1.98220087748519	gain	416781
PD62080a	18	120645	80202756	1	1	M	0.54	1.98220087748519	neutral	80082112
PD62080a	19	281376	15623445	1	1	M	0.54	1.98220087748519	neutral	15342070
PD62080a	19	15623580	15934120	1	0	M	0.54	1.98220087748519	loss	310541
PD62080a	19	15934266	19267607	1	1	M	0.54	1.98220087748519	neutral	3333342
PD62080a	19	19267772	19277691	0	0	M	0.54	1.98220087748519	loss	9920
PD62080a	19	19278738	51368103	1	1	M	0.54	1.98220087748519	neutral	32089366
PD62080a	19	51368483	51496709	1	0	M	0.54	1.98220087748519	loss	128227
PD62080a	19	51496788	55517551	1	1	M	0.54	1.98220087748519	neutral	4020764
PD62080a	19	55517821	55518239	7	0	M	0.54	1.98220087748519	gain	419
